video_id,timestamp,c_x,c_y,w,h,obj_id,confidence
hHgg9WI8dTk.mkv,902.022,0.3826412558555603,0.49780262841118705,0.6520482301712036,0.9988969167073567,0.0,0.9243221879005432
hHgg9WI8dTk.mkv,902.065,0.3831911087036133,0.49775801764594185,0.6486874222755432,0.999095704820421,0.0,0.9309878945350647
hHgg9WI8dTk.mkv,902.1080000000001,0.38478878140449524,0.4972977638244629,0.6388381123542786,1.0013712777031791,0.0,0.9351735711097717
hHgg9WI8dTk.mkv,902.1510000000001,0.3847106993198395,0.49729622734917533,0.6389327049255371,1.0017676883273654,0.0,0.9374098777770996
hHgg9WI8dTk.mkv,902.1940000000001,0.3845916986465454,0.49588341183132595,0.6487555503845215,1.015719837612576,0.0,0.9264340996742249
hHgg9WI8dTk.mkv,902.237,0.3847402036190033,0.4975443416171604,0.6518592834472656,1.0147946675618489,0.0,0.9283435344696045
hHgg9WI8dTk.mkv,902.28,0.38505205512046814,0.4978770679897732,0.6509919166564941,1.0171291563245985,0.0,0.9286003708839417
hHgg9WI8dTk.mkv,902.323,0.38408181071281433,0.49923276901245117,0.6531482338905334,1.009474966261122,0.0,0.9333164095878601
hHgg9WI8dTk.mkv,902.366,0.3915131688117981,0.4996512730916341,0.6558213233947754,0.990765889485677,0.0,0.9149518013000488
hHgg9WI8dTk.mkv,902.409,0.39098799228668213,0.49964941872490776,0.6548289060592651,0.9915843539767795,0.0,0.918575644493103
hHgg9WI8dTk.mkv,902.452,0.5095592737197876,0.5005524953206381,0.9427347779273987,0.9928455352783203,0.0,0.8650738000869751
hHgg9WI8dTk.mkv,902.495,0.509311854839325,0.5007232030232748,0.9374304413795471,0.9935903549194336,0.0,0.8482975959777832
hHgg9WI8dTk.mkv,902.538,0.5094693899154663,0.5028310351901584,0.9176701903343201,0.9762253231472439,0.0,0.9328929781913757
hHgg9WI8dTk.mkv,902.581,0.5073951482772827,0.5019421047634549,0.9120287895202637,0.9784236484103732,0.0,0.9097831845283508
hHgg9WI8dTk.mkv,902.624,0.5075065493583679,0.5017817815144857,0.9115440249443054,0.9787999259101019,0.0,0.9146866798400879
hHgg9WI8dTk.mkv,902.667,0.44273295998573303,0.509309450785319,0.7273477911949158,0.9212463166978624,0.0,0.9461309909820557
hHgg9WI8dTk.mkv,902.71,0.4567607641220093,0.504444440205892,0.8057068586349487,0.9721572664048936,0.0,0.5723766684532166
hHgg9WI8dTk.mkv,902.753,0.4565366506576538,0.5045822991265191,0.8076621890068054,0.9706555472479925,0.0,0.5766722559928894
hHgg9WI8dTk.mkv,902.796,0.5041693449020386,0.5046649509006076,0.7991284132003784,1.0047710206773546,0.0,0.8635810017585754
